Main_Site_ID,Hospital_Type,Number_of_Program_Sites,Number_of_DSC_Certifications,Number_of_NonDSC_Certifications,System_Affiliation,Volume_Program,Accreditation_Decision,Volume_Year,Opdate_In_eapp,Org_Volume_Category,Setting,Volume_Name,Average_Daily_Census,Visits,Beds
214893," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,3,1095,5
214893," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Psychiatric,8,2920,10
214893," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,11,4015,20
214893," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,10240,0
214893," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,19267,0
214974," Acute Care, Swing Beds",2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,2,730,7
214974," Acute Care, Swing Beds",2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,19,6935,18
214974," Acute Care, Swing Beds",2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,8330,0
214974," Acute Care, Swing Beds",2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,28314,0
214994," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,6,2190,12
214994," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,7,2555,13
214994," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,17752,0
214994," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,21243,0
215021," Acute Care, Swing Beds",3,0,0,N,HAP     ,Unaccredited,2012,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,3,1095,10
215021," Acute Care, Swing Beds",3,0,0,N,HAP     ,Unaccredited,2012,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,11,4015,15
215021," Acute Care, Swing Beds",3,0,0,N,HAP     ,Unaccredited,2012,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,10682,0
215021," Acute Care, Swing Beds",3,0,0,N,HAP     ,Unaccredited,2012,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,57690,0
25780," Acute Care, Swing Beds",6,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,1
25780," Acute Care, Swing Beds",6,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,5,1825,24
25780," Acute Care, Swing Beds",6,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,16167,0
25780," Acute Care, Swing Beds",6,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,84984,0
215080," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,12
215080," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,6,2190,13
215080," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,13523,0
215080," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,36727,0
148556, Acute Care,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,11,4015,25
148556, Acute Care,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,24508,0
148556, Acute Care,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,39274,0
17749," Acute Care, Swing Beds",2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,12
17749," Acute Care, Swing Beds",2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,6,2190,13
17749," Acute Care, Swing Beds",2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,8864,0
17749," Acute Care, Swing Beds",2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,13044,0
215156, Acute Care,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,15,5475,25
215156, Acute Care,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,19032,0
215156, Acute Care,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,75119,0
31661," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,2
31661," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,6,2190,23
31661," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,7603,0
31661," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,24596,0
18212,None,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,1,365,5
18212,None,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,9,3285,20
18212,None,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,18,6570,88
18212,None,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,18540,0
18212,None,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,145853,0
588186," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2018,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,2,730,15
588186," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2018,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,3,1095,10
588186," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2018,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,5384,0
588186," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2018,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,32769,0
521550," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,2,730,5
521550," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,4,1460,20
521550," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,9039,0
521550," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,38436,0
215245," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,1
215245," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Psychiatric,8,2920,10
215245," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,9,3285,24
215245," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,14584,0
215245," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,64870,0
215250,None,4,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,2,730,25
215250,None,4,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,64,23360,150
215250,None,4,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,5,1825,9
215250,None,4,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,43831,0
215250,None,4,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,152272,0
215251," Acute Care, Swing Beds",5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,2
215251," Acute Care, Swing Beds",5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,4,1460,23
215251," Acute Care, Swing Beds",5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,15060,0
215251," Acute Care, Swing Beds",5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,69113,0
215261," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,2
215261," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Psychiatric,5,1825,10
215261," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,11,4015,23
215261," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,19079,0
215261," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,108344,0
215264," Acute Care, Swing Beds",2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,1
215264," Acute Care, Swing Beds",2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,6,2190,24
215264," Acute Care, Swing Beds",2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,11858,0
215264," Acute Care, Swing Beds",2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,56121,0
517800,None,3,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,2,730,10
517800,None,3,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,11,4015,15
517800,None,3,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,135,49275,358
517800,None,3,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,20,7300,31
517800,None,3,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,57664,0
517800,None,3,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,541719,0
215287," Acute Care, Swing Beds",4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,5,1825,10
215287," Acute Care, Swing Beds",4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,10,3650,15
215287," Acute Care, Swing Beds",4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,14337,0
215287," Acute Care, Swing Beds",4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,47856,0
215288," Acute Care, Swing Beds",5,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,1
215288," Acute Care, Swing Beds",5,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,6,2190,24
215288," Acute Care, Swing Beds",5,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,11643,0
215288," Acute Care, Swing Beds",5,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,73199,0
18117," Acute Care, Swing Beds",6,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,4
18117," Acute Care, Swing Beds",6,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,4,1460,21
18117," Acute Care, Swing Beds",6,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,15551,0
18117," Acute Care, Swing Beds",6,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,117979,0
520614,None,4,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Psychiatric,1,365,10
520614,None,4,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,3,1095,5
520614,None,4,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,9,3285,20
520614,None,4,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,157,57305,254
520614,None,4,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,79047,0
520614,None,4,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,205413,0
215314," Acute Care, Swing Beds",4,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,3,1095,3
215314," Acute Care, Swing Beds",4,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,8,2920,22
215314," Acute Care, Swing Beds",4,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,16525,0
215314," Acute Care, Swing Beds",4,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,115044,0
215315," Acute Care, Psychiatric Distinct Part Unit",3,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Psychiatric,4,1460,10
215315," Acute Care, Psychiatric Distinct Part Unit",3,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,8,2920,25
215315," Acute Care, Psychiatric Distinct Part Unit",3,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,17351,0
215315," Acute Care, Psychiatric Distinct Part Unit",3,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,126819,0
215317," Acute Care, Swing Beds",2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,4,1460,2
215317," Acute Care, Swing Beds",2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,8,2920,23
215317," Acute Care, Swing Beds",2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,14588,0
215317," Acute Care, Swing Beds",2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,53104,0
215327," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,2
215327," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,7,2555,23
215327," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,7882,0
215327," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,27684,0
215331," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,2,730,19
215331," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,7,2555,6
215331," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Psychiatric,10,3650,10
215331," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,6713,0
215331," Acute Care, Psychiatric Distinct Part Unit, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,18872,0
17591," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,10
17591," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,3,1095,15
17591," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,9906,0
17591," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,18514,0
343981," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,5
343981," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,4,1460,20
343981," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,10700,0
343981," Acute Care, Swing Beds",1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,19488,0
215360," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,1
215360," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,8,2920,24
215360," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,10770,0
215360," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,649692,0
215374," Acute Care, Swing Beds",2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,0,0,2
215374," Acute Care, Swing Beds",2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,2,730,23
215374," Acute Care, Swing Beds",2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,10991,0
215374," Acute Care, Swing Beds",2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,34304,0
215377," Acute Care, Psychiatric Distinct Part Unit",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2018,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Psychiatric,4,1460,10
215377," Acute Care, Psychiatric Distinct Part Unit",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2018,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,10,3650,25
215377," Acute Care, Psychiatric Distinct Part Unit",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2018,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,10895,0
215377," Acute Care, Psychiatric Distinct Part Unit",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2018,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,103313,0
215382," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,5
215382," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,3,1095,20
215382," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,8328,0
215382," Acute Care, Swing Beds",1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,30524,0
411142," Acute Care, Swing Beds",2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,5
