Main_Site_ID,Program,Program_Code,Hospital_Type,Survey_Event_Type,Survey_Begin_Date,Survey_End_Date,Survey_Decision,System_Affiliation,Count_NonCompliant_Standards,Count_NonCompliant_EPs,Total_Surveyor_Days,Number_of_Surveyors,Number_of_Surveyor_Class_Types,Survey_Event_ID,Survey_Event_Program_ID
521544,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/29/17,9/1/17,Pending                                                                                                                                                                                                                                                        ,1,29,40,10,3,3,41334867,41334866
521545,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,5/11/16,5/13/16,Pending                                                                                                                                                                                                                                                        ,1,18,21,8,3,3,40229943,40229942
215163,Hospital Accreditation Program,HAP     , Children's,Unannounced Full Event                  ,2/22/17,2/24/17,Pending                                                                                                                                                                                                                                                        ,1,7,7,5,2,2,41071624,41071623
215164,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,1/24/17,1/27/17,Pending                                                                                                                                                                                                                                                        ,1,26,43,16,5,6,40804395,40804394
215179,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,1/13/15,1/16/15,Pending                                                                                                                                                                                                                                                        ,1,23,26,14,4,4,39217405,39217404
215182,Hospital Accreditation Program,HAP     , Long Term Acute Care,Unannounced Full Event                  ,1/25/16,1/29/16,Pending                                                                                                                                                                                                                                                        ,1,32,38,13,3,4,40037682,40037681
420896,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/18/15,2/20/15,Pending                                                                                                                                                                                                                                                        ,0,13,15,7,3,3,39254604,39254603
420896,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,9/20/17,9/22/17,Preliminary Denial of Accreditation                                                                                                                                                                                                                            ,0,17,20,8,3,3,41580519,41580518
215196,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,7/18/17,7/21/17,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,0,28,36,9,3,4,41247042,41247041
588186,Critical Access Hospital Accreditation Program,CAH     ," Acute Care, Swing Beds",Unannounced Full Event                  ,9/9/15,9/10/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,0,17,25,4,2,2,39809828,39809829
215210,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/21/17,2/24/17,Pending                                                                                                                                                                                                                                                        ,1,23,29,12,4,5,40895497,40895496
215228,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,11/2/15,11/6/15,Pending                                                                                                                                                                                                                                                        ,1,15,19,12,3,5,39825395,39825394
19412,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,1/12/16,1/15/16,Pending                                                                                                                                                                                                                                                        ,1,14,15,14,4,5,40059339,40059338
215246,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,9/13/16,9/16/16,Pending                                                                                                                                                                                                                                                        ,1,10,12,9,3,4,40462381,40462380
215261,Critical Access Hospital Accreditation Program,CAH     ," Psychiatric Distinct Part Unit, Swing Beds, Acute Care",Unannounced Full Event                  ,9/22/15,9/24/15,Pending                                                                                                                                                                                                                                                        ,0,13,15,5,2,2,39654960,39654961
215264,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,12/5/16,12/6/16,Pending                                                                                                                                                                                                                                                        ,1,10,13,4,2,2,40665682,40665681
215267,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,1/24/17,1/27/17,Pending                                                                                                                                                                                                                                                        ,1,26,38,19,5,5,40947969,40947968
215281,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,9/13/16,9/15/16,Pending                                                                                                                                                                                                                                                        ,0,24,28,11,4,4,40468056,40468055
215284,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,5/5/15,5/8/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,0,20,26,17,6,6,39445162,39445161
215314,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,5/24/16,5/25/16,Pending                                                                                                                                                                                                                                                        ,0,11,14,4,2,2,40524186,40524185
215317,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,12/3/15,12/4/15,Pending                                                                                                                                                                                                                                                        ,0,13,17,4,2,2,40399695,40399694
215342,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,4/11/16,4/13/16,Pending                                                                                                                                                                                                                                                        ,1,11,14,12,5,6,40236279,40236278
28769,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,3/27/17,3/31/17,Pending                                                                                                                                                                                                                                                        ,1,25,31,18,5,5,40891710,40891709
215355,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/9/16,8/12/16,Pending                                                                                                                                                                                                                                                        ,1,22,29,15,6,4,40412955,40412954
215372,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/14/17,2/17/17,Pending                                                                                                                                                                                                                                                        ,1,31,45,16,5,5,40824281,40824280
215393,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,4/12/16,4/15/16,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,0,16,26,16,6,6,40146504,40146503
215406,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,3/13/17,3/16/17,Pending                                                                                                                                                                                                                                                        ,1,20,27,10,4,4,40855748,40855747
215434,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,4/25/17,4/27/17,Pending                                                                                                                                                                                                                                                        ,0,26,49,9,4,4,41086068,41086067
215437,Hospital Accreditation Program,HAP     , Academic,Unannounced Full Event                  ,10/24/16,10/28/16,Pending                                                                                                                                                                                                                                                        ,1,34,54,31,7,6,40489396,40489395
215455,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,10/3/16,10/7/16,Pending                                                                                                                                                                                                                                                        ,1,16,21,20,5,6,40546206,40546205
215472,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,12/13/16,12/15/16,Pending                                                                                                                                                                                                                                                        ,1,9,11,8,3,3,40707158,40707157
215486,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,3/14/17,3/16/17,Pending                                                                                                                                                                                                                                                        ,1,20,23,8,3,3,40932934,40932933
215488,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,7/11/16,7/13/16,Pending                                                                                                                                                                                                                                                        ,1,14,18,11,4,5,40477136,40477135
215505,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,9/14/17,9/15/17,Pending                                                                                                                                                                                                                                                        ,0,22,26,4,2,2,41282789,41282788
17492,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,1/21/15,1/23/15,Pending                                                                                                                                                                                                                                                        ,1,9,14,8,3,3,39209008,39209007
17492,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,11/14/17,11/17/17,Pending                                                                                                                                                                                                                                                        ,1,26,33,10,3,3,41512916,41512915
215520,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/24/15,8/28/15,Pending                                                                                                                                                                                                                                                        ,0,11,12,17,4,5,39577181,39577180
215553,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,11/17/15,11/20/15,Pending                                                                                                                                                                                                                                                        ,1,20,22,23,6,6,39822132,39822131
215557,Hospital Accreditation Program,HAP     , Long Term Acute Care,Unannounced Full Event                  ,12/13/16,12/16/16,Pending                                                                                                                                                                                                                                                        ,1,10,10,6,2,2,40854461,40854460
18271,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,6/10/15,6/12/15,Pending                                                                                                                                                                                                                                                        ,0,28,33,11,4,5,39531142,39531141
215570,Hospital Accreditation Program,HAP     , Academic,Unannounced Full Event                  ,3/7/16,3/11/16,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,0,29,45,41,9,8,40129278,40129277
215596,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,7/25/16,7/29/16,Pending                                                                                                                                                                                                                                                        ,1,31,43,30,7,6,40468504,40468503
215599,Hospital Accreditation Program,HAP     , Rehabilitation,Unannounced Full Event                  ,5/9/17,5/12/17,Pending                                                                                                                                                                                                                                                        ,1,17,23,17,5,5,41108216,41108215
504484,Critical Access Hospital Accreditation Program,CAH     , Acute Care,Unannounced Full Event                  ,11/30/17,12/1/17,Pending                                                                                                                                                                                                                                                        ,0,13,16,4,2,2,41452843,41452842
215619,Hospital Accreditation Program,HAP     , Rehabilitation,Unannounced Full Event                  ,6/6/16,6/8/16,Pending                                                                                                                                                                                                                                                        ,0,20,20,8,3,3,40526345,40526344
215634,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,5/9/16,5/13/16,Pending                                                                                                                                                                                                                                                        ,0,30,42,31,8,7,40251479,40251478
215646,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,10/19/15,10/23/15,Pending                                                                                                                                                                                                                                                        ,1,14,15,13,4,5,39761648,39761647
215663,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/14/17,2/17/17,Pending                                                                                                                                                                                                                                                        ,1,20,23,13,4,5,40827688,40827687
215666,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,4/11/16,4/15/16,Pending                                                                                                                                                                                                                                                        ,1,22,29,37,8,6,40383635,40383634
215679,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,5/9/17,5/12/17,Pending                                                                                                                                                                                                                                                        ,1,16,19,17,5,4,41058748,41058747
521572,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,7/11/16,7/15/16,Pending                                                                                                                                                                                                                                                        ,1,21,26,13,4,6,40471492,40471491
215700,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,11/10/15,11/13/15,Pending                                                                                                                                                                                                                                                        ,0,11,14,14,4,5,40024789,40024788
17833,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,1/13/15,1/15/15,Pending                                                                                                                                                                                                                                                        ,1,13,15,8,3,3,39262747,39262746
17833,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,12/4/17,12/6/17,Pending                                                                                                                                                                                                                                                        ,1,25,33,9,4,4,41713270,41713269
418945,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/3/15,8/7/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,0,21,23,18,5,5,39628909,39628908
215718,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,5/31/17,6/2/17,Pending                                                                                                                                                                                                                                                        ,0,12,15,6,3,4,41062928,41062929
215728,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,2/8/17,2/10/17,Pending                                                                                                                                                                                                                                                        ,1,13,19,5,2,3,41227603,41227604
26152,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,12/7/15,12/11/15,Pending                                                                                                                                                                                                                                                        ,0,20,23,14,4,6,39974041,39974040
215739,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,8/22/16,8/23/16,Pending                                                                                                                                                                                                                                                        ,0,14,19,4,2,2,40818702,40818701
215749,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,6/7/16,6/10/16,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,1,30,45,20,6,7,40377023,40377022
17533,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,9/6/17,9/7/17,Pending                                                                                                                                                                                                                                                        ,0,21,30,4,2,2,41393084,41393083
215753,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,3/23/17,3/24/17,Pending                                                                                                                                                                                                                                                        ,0,8,9,4,2,2,40855490,40855489
19336,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,10/10/17,10/12/17,Pending                                                                                                                                                                                                                                                        ,0,18,20,7,3,4,41411758,41411757
17704,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,10/13/15,10/16/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,1,23,24,16,6,6,39713582,39713581
215762,Hospital Accreditation Program,HAP     , Academic,Unannounced Full Event                  ,8/1/16,8/5/16,Pending                                                                                                                                                                                                                                                        ,0,24,32,26,6,6,40764982,40764981
215768,Critical Access Hospital Accreditation Program,CAH     ," Acute Care, Swing Beds",Unannounced Full Event                  ,6/6/16,6/8/16,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,0,30,44,5,2,2,40258434,40258433
215776,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,9/14/15,9/18/15,Pending                                                                                                                                                                                                                                                        ,0,27,34,16,4,5,39822143,39822142
#N/A,Hospital Accreditation Program,HAP     ,None,Unannounced Full Event                  ,4/21/15,4/24/15,Pending                                                                                                                                                                                                                                                        ,1,7,7,16,6,6,39464143,39464142
215779,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/6/17,2/8/17,Pending                                                                                                                                                                                                                                                        ,1,18,25,8,3,3,40882040,40882039
215780,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/20/15,8/21/15,Pending                                                                                                                                                                                                                                                        ,1,14,16,6,3,3,39679953,39679952
215782,Hospital Accreditation Program,HAP     , Rehabilitation,Unannounced Full Event                  ,5/13/15,5/15/15,Pending                                                                                                                                                                                                                                                        ,1,7,8,5,2,2,39552501,39552500
474134,Critical Access Hospital Accreditation Program,CAH     ," Acute Care, Swing Beds",Unannounced Full Event                  ,8/18/15,8/20/15,Pending                                                                                                                                                                                                                                                        ,0,18,25,5,2,3,40077820,40077821
502339,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/9/16,8/12/16,Pending                                                                                                                                                                                                                                                        ,1,11,12,13,4,4,40517238,40517237
215793,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/28/17,8/31/17,Pending                                                                                                                                                                                                                                                        ,1,37,46,19,6,6,41259649,41259648
215796,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,1/25/16,1/29/16,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,1,25,36,18,6,6,40044658,40044657
215803,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/3/15,2/5/15,Pending                                                                                                                                                                                                                                                        ,1,16,18,8,3,3,39329959,39329958
420508,Critical Access Hospital Accreditation Program,CAH     ," Acute Care, Swing Beds",Unannounced Full Event                  ,9/23/15,9/24/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,0,15,22,4,2,2,40077204,40077205
157831,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,1/6/16,1/8/16,Pending                                                                                                                                                                                                                                                        ,1,23,26,12,5,5,40079754,40079753
160849,Hospital Accreditation Program,HAP     , General,Unannounced Extension New Program       ,3/4/15,3/6/15,Pending                                                                                                                                                                                                                                                        ,0,4,6,5,2,2,39823084,39823083
160849,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,6/13/16,6/17/16,Pending                                                                                                                                                                                                                                                        ,0,10,16,5,2,2,40436113,40436112
164539,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,11/9/15,11/10/15,Pending                                                                                                                                                                                                                                                        ,0,22,23,4,2,2,39974867,39974866
395308,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,3/6/17,3/8/17,Pending                                                                                                                                                                                                                                                        ,1,15,16,5,2,2,40911130,40911129
206264,Hospital Accreditation Program,HAP     , Rehabilitation,Unannounced Full Event                  ,8/1/16,8/2/16,Pending                                                                                                                                                                                                                                                        ,1,16,18,6,3,3,40469140,40469139
201925,Hospital Accreditation Program,HAP     ," Hospital within a Hospital, Long Term Acute Care",Unannounced Full Event                  ,9/27/16,9/29/16,Pending                                                                                                                                                                                                                                                        ,1,2,2,3,1,1,40386897,40386896
578680,Hospital Accreditation Program,HAP     ," Hospital within a Hospital, Long Term Acute Care",Unannounced Full Event                  ,10/12/16,10/14/16,Pending                                                                                                                                                                                                                                                        ,1,7,9,3,1,1,40659088,40659087
440728,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,10/3/16,10/7/16,Pending                                                                                                                                                                                                                                                        ,1,19,26,12,3,3,40534364,40534363
457338,Hospital Accreditation Program,HAP     ,None,Unannounced Full Event                  ,11/28/17,11/30/17,Pending                                                                                                                                                                                                                                                        ,0,16,26,5,2,2,41352994,41352993
237029,Hospital Accreditation Program,HAP     , Long Term Acute Care,Unannounced Full Event                  ,2/21/17,2/24/17,Pending                                                                                                                                                                                                                                                        ,1,30,35,9,3,3,41003323,41003322
269191,Critical Access Hospital Accreditation Program,CAH     ," Acute Care, Swing Beds",Unannounced Full Event                  ,4/3/17,4/4/17,Pending                                                                                                                                                                                                                                                        ,1,12,15,4,2,2,41002987,41002986
252713,Hospital Accreditation Program,HAP     , Academic,Unannounced Full Event                  ,11/15/16,11/18/16,Pending                                                                                                                                                                                                                                                        ,1,29,38,14,4,4,40888556,40888555
285223,Hospital Accreditation Program,HAP     , Long Term Acute Care,Unannounced Full Event                  ,2/3/15,2/5/15,Pending                                                                                                                                                                                                                                                        ,0,9,10,5,2,2,39209642,39209641
285223,Hospital Accreditation Program,HAP     , Long Term Acute Care,Unannounced Full Event                  ,10/11/17,10/12/17,Pending                                                                                                                                                                                                                                                        ,0,15,17,4,2,2,41462692,41462691
421248,Hospital Accreditation Program,HAP     , Long Term Acute Care,Unannounced Full Event                  ,9/22/15,9/25/15,Pending                                                                                                                                                                                                                                                        ,1,24,27,9,3,3,39796181,39796180
310251,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,10/5/15,10/9/15,Pending                                                                                                                                                                                                                                                        ,1,19,23,21,6,6,39743247,39743246
475668,Hospital Accreditation Program,HAP     ," Hospital within a Hospital, Long Term Acute Care",Unannounced Full Event                  ,7/28/15,7/31/15,Pending                                                                                                                                                                                                                                                        ,1,5,6,4,1,1,39535409,39535408
308081,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,1/25/16,1/27/16,Pending                                                                                                                                                                                                                                                        ,0,18,23,8,3,3,39945002,39945001
310392,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,4/21/15,4/24/15,Pending                                                                                                                                                                                                                                                        ,1,13,14,10,4,3,39756520,39756519
316114,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,4/26/16,4/29/16,Pending                                                                                                                                                                                                                                                        ,0,13,15,9,3,3,40665857,40665856
316551,Hospital Accreditation Program,HAP     , Rehabilitation,Unannounced Full Event                  ,8/30/16,9/2/16,Pending                                                                                                                                                                                                                                                        ,0,5,6,9,3,3,40582475,40582474
317839,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,5/24/16,5/27/16,Pending                                                                                                                                                                                                                                                        ,1,17,20,10,3,3,40229706,40229705
322251,Hospital Accreditation Program,HAP     ," Hospital within a Hospital, Long Term Acute Care",Unannounced Full Event                  ,2/1/16,2/2/16,Pending                                                                                                                                                                                                                                                        ,1,5,5,2,1,1,40196582,40196581
325816,Hospital Accreditation Program,HAP     , Surgical,Unannounced Full Event                  ,10/17/16,10/19/16,Pending                                                                                                                                                                                                                                                        ,1,26,36,5,2,2,40632868,40632867
333501,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,3/21/17,3/24/17,Pending                                                                                                                                                                                                                                                        ,1,17,18,14,4,5,40943410,40943409
334060,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,3/1/16,3/4/16,Pending                                                                                                                                                                                                                                                        ,1,19,20,13,4,4,40158127,40158126
349628,Critical Access Hospital Accreditation Program,CAH     ," Acute Care, Swing Beds",Unannounced Full Event                  ,11/30/15,12/1/15,Pending                                                                                                                                                                                                                                                        ,1,10,11,4,2,2,39885837,39885836
#N/A,Critical Access Hospital Accreditation Program,CAH     ," Acute Care, Swing Beds",Unannounced Full Event                  ,10/2/17,10/5/17,Pending                                                                                                                                                                                                                                                        ,0,20,27,6,2,3,41282219,41282218
355366,Hospital Accreditation Program,HAP     , Rehabilitation,Unannounced Full Event                  ,1/5/17,1/6/17,Pending                                                                                                                                                                                                                                                        ,1,8,9,6,3,3,40672897,40672896
366048,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/3/15,2/6/15,Pending                                                                                                                                                                                                                                                        ,0,10,10,8,3,3,39579410,39579409
370757,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,5/16/17,5/19/17,Pending                                                                                                                                                                                                                                                        ,1,24,34,8,3,3,41195851,41195850
#N/A,Critical Access Hospital Accreditation Program,CAH     ," Acute Care, Swing Beds",Unannounced Full Event                  ,6/16/15,6/19/15,Pending                                                                                                                                                                                                                                                        ,1,11,13,4,2,2,39445479,39445478
